mine_fac;sub_site;min_ore_con;type_mining;year;mine_processing
Ok Tedi;NA;Con.Cu;NA;2005;NA
Ok Tedi;NA;Con.Cu;NA;2004;NA
Ok Tedi;NA;Con.Cu;NA;2003;NA
Ok Tedi;NA;Con.Cu;NA;2002;NA
Onca Puma;NA;O.Ni;NA;2018;NA
Orlovsky;NA;NA;NA;2019;NA
Orlovsky;NA;NA;NA;2018;NA
Orlovsky;NA;NA;NA;2017;NA
Orlovsky;NA;NA;NA;2016;NA
Orlovsky;NA;NA;NA;2015;NA
Orlovsky;NA;NA;NA;2014;NA
Orlovsky;NA;NA;NA;2013;NA
Orlovsky;NA;NA;NA;2012;NA
Orlovsky;NA;NA;NA;2011;NA
Orlovsky;NA;NA;NA;2010;NA
Orlovsky;NA;NA;NA;2009;NA
Orlovsky;NA;NA;NA;2008;NA
Orlovsky;NA;NA;NA;2007;NA
Pena Colorada;NA;O.Fe;NA;2019;NA
Pena Colorada;NA;O.Fe;NA;2018;NA
Pena Colorada;NA;O.Fe;NA;2017;NA
Pena Colorada;NA;O.Fe;NA;2016;NA
Pena Colorada;NA;O.Fe;NA;2015;NA
Pena Colorada;NA;O.Fe;NA;2014;NA
Pena Colorada;NA;O.Fe;NA;2013;NA
Pena Colorada;NA;O.Fe;NA;2012;NA
Pena Colorada;NA;O.Fe;NA;2011;NA
Pena Colorada;NA;Con.Fe;NA;2010;NA
Pena Colorada;NA;Con.Fe;NA;2009;NA
Pena Colorada;NA;Con.Fe;NA;2008;NA
Penasquito;NA;O.sul;NA;2016;NA
Penasquito;NA;O.oxi;NA;2016;NA
Penasquito;NA;O.sul;NA;2015;NA
Penasquito;NA;O.oxi;NA;2015;NA
Penasquito;NA;O.sul;NA;2014;NA
Penasquito;NA;O.oxi;NA;2014;NA
Penasquito;NA;O.sul;NA;2013;NA
Penasquito;NA;O.oxi;NA;2013;NA
Penasquito;NA;O.sul;NA;2012;NA
Penasquito;NA;O.oxi;NA;2012;NA
Penasquito;NA;O.sul;NA;2011;NA
Penasquito;NA;O.oxi;NA;2011;NA
Penasquito;NA;O.sul;NA;2010;NA
Penasquito;NA;O.oxi;NA;2010;NA
Phoenix;NA;NA;Open pit;2018;NA
Phoenix;NA;NA;Open pit;2017;NA
Phoenix;NA;NA;Open pit;2016;NA
Phoenix;NA;NA;Open pit;2015;NA
Phoenix;NA;NA;Open pit;2014;NA
Phoenix;NA;NA;Open pit;2013;NA
Phoenix;NA;NA;Open pit;2012;NA
Phoenix;NA;NA;Open pit;2011;NA
Phoenix;NA;NA;Open pit;2010;NA
Phoenix;NA;NA;Open pit;2009;NA
Phoenix;NA;NA;Open pit;2008;NA
Phoenix;NA;NA;Open pit;2007;NA
Pinto Valley;NA;Con.Cu;NA;2019;NA
Pinto Valley;NA;Con.Cu;NA;2018;NA
Pinto Valley;NA;Con.Cu;NA;2017;NA
Pinto Valley;NA;Con.Mo;NA;2017;NA
Pinto Valley;NA;Con.Cu;NA;2016;NA
Pinto Valley;NA;Con.Mo;NA;2016;NA
Pinto Valley;NA;Con.Cu;NA;2015;NA
Pinto Valley;NA;Con.Mo;NA;2015;NA
Pinto Valley;NA;Con.Cu;NA;2014;NA
Pinto Valley;NA;Con.Mo;NA;2014;NA
Pinto Valley;NA;Con.Cu;NA;2009;NA
Pinto Valley;NA;Con.Cu;NA;2008;NA
Prijedor;NA;O.Fe;NA;2019;NA
Prijedor;NA;O.Fe;NA;2018;NA
Prijedor;NA;O.Fe;NA;2017;NA
Prijedor;NA;O.Fe;NA;2016;NA
Prijedor;NA;O.Fe;NA;2015;NA
Prijedor;NA;O.Fe;NA;2014;NA
Prijedor;NA;O.Fe;NA;2013;NA
Prijedor;NA;O.Fe;NA;2012;NA
Prijedor;NA;O.Fe;NA;2011;NA
Prijedor;NA;Con.Fe;NA;2010;NA
Prijedor;NA;Con.Fe;NA;2009;NA
Prijedor;NA;Con.Fe;NA;2008;NA
Prominent Hill;NA;O.bulk;Underground;2019;NA
Prominent Hill;NA;O.bulk;NA;2018;NA
Prominent Hill;NA;O.bulk;NA;2017;NA
Prominent Hill;NA;O.bulk;NA;2016;NA
Prominent Hill;NA;O.bulk;NA;2015;NA
Prominent Hill;NA;O.bulk;NA;2014;NA
Prominent Hill;NA;O.bulk;NA;2013;NA
Prominent Hill;NA;O.bulk;NA;2012;NA
Prominent Hill;NA;O.bulk;NA;2011;NA
Prominent Hill;NA;O.bulk;NA;2010;NA
Prominent Hill;NA;O.bulk;NA;2009;NA
Puna;Pirquitas;O.bulk;NA;2017;NA
Puna;Pirquitas;O.bulk;NA;2016;NA
Puna;Pirquitas;O.bulk;NA;2015;NA
Puna;Pirquitas;O.bulk;NA;2014;NA
Puna;Pirquitas;O.bulk;NA;2013;NA
Puna;Pirquitas;O.bulk;NA;2012;NA
Puna;Pirquitas;O.bulk;NA;2011;NA
Rajpura Dariba;Rajpura Dariba;Con.Zn;Underground;2019;NA
Rajpura Dariba;Rajpura Dariba;Con.Pb;Underground;2019;NA
Rajpura Dariba;Sindesar Khurd;Con.Zn;Underground;2019;NA
Rajpura Dariba;Sindesar Khurd;Con.Pb;Underground;2019;NA
Rajpura Dariba;Rajpura Dariba;Con.Zn;Underground;2018;NA
Rajpura Dariba;Rajpura Dariba;Con.Pb;Underground;2018;NA
Rajpura Dariba;Sindesar Khurd;Con.Zn;Underground;2018;NA
Rajpura Dariba;Sindesar Khurd;Con.Pb;Underground;2018;NA
Rajpura Dariba;Rajpura Dariba;Con.Zn;Underground;2017;NA
Rajpura Dariba;Rajpura Dariba;Con.Pb;Underground;2017;NA
Rajpura Dariba;Sindesar Khurd;Con.Zn;Underground;2017;NA
Rajpura Dariba;Sindesar Khurd;Con.Pb;Underground;2017;NA
Rajpura Dariba;Rajpura Dariba;Con.Zn;Underground;2016;NA
Rajpura Dariba;Rajpura Dariba;Con.Pb;Underground;2016;NA
Rajpura Dariba;Rajpura Dariba;Con.bulk;Underground;2016;NA
Rajpura Dariba;Sindesar Khurd;Con.Zn;Underground;2016;NA
Rajpura Dariba;Sindesar Khurd;Con.Pb;Underground;2016;NA
Rajpura Dariba;Rajpura Dariba;Con.Zn;Underground;2015;NA
Rajpura Dariba;Rajpura Dariba;Con.Pb;Underground;2015;NA
Rajpura Dariba;Rajpura Dariba;Con.bulk;Underground;2015;NA
Rajpura Dariba;Sindesar Khurd;Con.Zn;Underground;2015;NA
Rajpura Dariba;Sindesar Khurd;Con.Pb;Underground;2015;NA
Rajpura Dariba;Rajpura Dariba;Con.Zn;Underground;2014;NA
Rajpura Dariba;Rajpura Dariba;Con.Pb;Underground;2014;NA
Rajpura Dariba;Sindesar Khurd;Con.Zn;Underground;2014;NA
Rajpura Dariba;Sindesar Khurd;Con.Pb;Underground;2014;NA
Rajpura Dariba;Rajpura Dariba;Con.Zn;Underground;2013;NA
Rajpura Dariba;Rajpura Dariba;Con.Pb;Underground;2013;NA
Rajpura Dariba;Rajpura Dariba;Con.bulk;Underground;2013;NA
Rajpura Dariba;Sindesar Khurd;Con.Zn;Underground;2013;NA
Rajpura Dariba;Sindesar Khurd;Con.Pb;Underground;2013;NA
Rajpura Dariba;Rajpura Dariba;Con.Zn;Underground;2012;NA
Rajpura Dariba;Rajpura Dariba;Con.Pb;Underground;2012;NA
Rajpura Dariba;Rajpura Dariba;Con.bulk;Underground;2012;NA
Rajpura Dariba;Sindesar Khurd;Con.Zn;Underground;2012;NA
Rajpura Dariba;Sindesar Khurd;Con.Pb;Underground;2012;NA
Rajpura Dariba;Rajpura Dariba;Con.Zn;Underground;2011;NA
Rajpura Dariba;Rajpura Dariba;Con.Pb;Underground;2011;NA
Rajpura Dariba;Rajpura Dariba;Con.bulk;Underground;2011;NA
Rajpura Dariba;Sindesar Khurd;Con.Zn;Underground;2011;NA
Rajpura Dariba;Sindesar Khurd;Con.Pb;Underground;2011;NA
Rajpura Dariba;Sindesar Khurd;Con.bulk;Underground;2011;NA
Rajpura Dariba;NA;Con.Zn;Underground;2010;NA
Rajpura Dariba;NA;Con.Pb;Underground;2010;NA
Rajpura Dariba;NA;Con.bulk;Underground;2010;NA
Rajpura Dariba;NA;Con.Zn;Underground;2009;NA
Rajpura Dariba;NA;Con.Pb;Underground;2009;NA
Rajpura Dariba;NA;Con.bulk;Underground;2009;NA
Rajpura Dariba;NA;Con.Zn;Underground;2008;NA
Rajpura Dariba;NA;Con.Pb;Underground;2008;NA
Rajpura Dariba;NA;Con.Zn;Underground;2007;NA
Rajpura Dariba;NA;Con.Pb;Underground;2007;NA
Rajpura Dariba;NA;Con.Zn;Underground;2006;NA
Rajpura Dariba;NA;Con.Pb;Underground;2006;NA
Rampura Agucha;NA;Con.Zn;Underground;2019;NA
Rampura Agucha;NA;Con.Pb;Underground;2019;NA
Rampura Agucha;NA;Con.Zn;Open pit;2018;NA
Rampura Agucha;NA;Con.Pb;Open pit;2018;NA
Rampura Agucha;NA;Con.Zn;Underground;2018;NA
Rampura Agucha;NA;Con.Pb;Underground;2018;NA
Rampura Agucha;NA;Con.Zn;Open pit;2017;NA
Rampura Agucha;NA;Con.Pb;Open pit;2017;NA
Rampura Agucha;NA;Con.Zn;Underground;2017;NA
Rampura Agucha;NA;Con.Pb;Underground;2017;NA
Rampura Agucha;NA;Con.Zn;Open pit;2016;NA
Rampura Agucha;NA;Con.Pb;Open pit;2016;NA
Rampura Agucha;NA;Con.Zn;Underground;2016;NA
Rampura Agucha;NA;Con.Pb;Underground;2016;NA
Rampura Agucha;NA;Con.Zn;Open pit;2015;NA
Rampura Agucha;NA;Con.Pb;Open pit;2015;NA
Rampura Agucha;NA;Con.Zn;Underground;2015;NA
Rampura Agucha;NA;Con.Pb;Underground;2015;NA
Rampura Agucha;NA;Con.Zn;Open pit;2014;NA
Rampura Agucha;NA;Con.Pb;Open pit;2014;NA
Rampura Agucha;NA;Con.Zn;Underground;2014;NA
Rampura Agucha;NA;Con.Pb;Underground;2014;NA
Rampura Agucha;NA;Con.Zn;Open pit;2013;NA
Rampura Agucha;NA;Con.Pb;Open pit;2013;NA
Rampura Agucha;NA;Con.Zn;Open pit;2012;NA
Rampura Agucha;NA;Con.Pb;Open pit;2012;NA
Rampura Agucha;NA;Con.Zn;Open pit;2011;NA
Rampura Agucha;NA;Con.Pb;Open pit;2011;NA
Rampura Agucha;NA;Con.Zn;Open pit;2010;NA
Rampura Agucha;NA;Con.Pb;Open pit;2010;NA
Rampura Agucha;NA;Con.Zn;Open pit;2009;NA
Rampura Agucha;NA;Con.Pb;Open pit;2009;NA
Rampura Agucha;NA;Con.Zn;Open pit;2008;NA
Rampura Agucha;NA;Con.Pb;Open pit;2008;NA
Rampura Agucha;NA;Con.Zn;Open pit;2007;NA
Rampura Agucha;NA;Con.Pb;Open pit;2007;NA
Rampura Agucha;NA;Con.Zn;Open pit;2006;NA
Rampura Agucha;NA;Con.Pb;Open pit;2006;NA
Red Dog;NA;Con.Zn;NA;2009;NA
Red Dog;NA;Con.Pb;NA;2009;NA
Red Dog;NA;Con.Zn;NA;2008;NA
Red Dog;NA;Con.Pb;NA;2008;NA
Renison;NA;O.Sn;Underground;2020;NA
Renison;NA;O.Sn;Underground;2019;NA
Renison;NA;O.Sn;Underground;2018;NA
Renison;NA;O.Sn;Underground;2017;NA
Renison;NA;O.Sn;Underground;2016;NA
Renison;NA;O.Sn;Underground;2015;NA
Renison;NA;O.Sn;Underground;2014;NA
Renison;NA;O.Sn;Underground;2013;NA
Renison;NA;O.Sn;Underground;2012;NA
Renison;NA;O.Sn;NA;2008;NA
Renison;NA;O.Sn;NA;2007;NA
Rochester;NA;O.bulk;NA;2019;heap leaching
Rochester;NA;O.bulk;NA;2018;heap leaching
Rochester;NA;O.bulk;NA;2017;heap leaching
Rochester;NA;O.bulk;NA;2016;heap leaching
Rochester;NA;O.bulk;NA;2015;heap leaching
Rochester;NA;O.bulk;NA;2014;heap leaching
Rochester;NA;O.bulk;NA;2013;heap leaching
Rochester;NA;O.bulk;NA;2012;heap leaching
Rochester;NA;O.bulk;NA;2011;heap leaching
Rochester;NA;O.bulk;NA;2010;heap leaching
Rochester;NA;O.bulk;NA;2009;heap leaching
Rochester;NA;O.bulk;NA;2008;heap leaching
Rochester;NA;O.bulk;NA;2007;heap leaching
Rochester;NA;O.bulk;NA;2006;heap leaching
Rochester;NA;O.bulk;NA;2005;heap leaching
Rochester;NA;O.bulk;NA;2004;heap leaching
Rochester;NA;O.bulk;NA;2003;heap leaching
Rochester;NA;O.bulk;NA;2002;heap leaching
Rochester;NA;O.bulk;NA;2001;heap leaching
Rochester;NA;O.bulk;NA;2000;heap leaching
Rosebery;NA;O.bulk;NA;2011;NA
Rosebery;NA;O.bulk;NA;2010;NA
San Julian;Veins;NA;NA;2018;NA
San Julian;Disseminated;NA;NA;2018;NA
San Julian;Veins;NA;NA;2017;NA
San Julian;Disseminated;NA;NA;2017;NA
Saucito;NA;NA;Underground;2018;NA
Saucito;NA;NA;Underground;2017;NA
Saucito;NA;NA;Underground;2016;NA
Saucito;NA;NA;Underground;2015;NA
Saucito;NA;NA;Underground;2014;NA
Saucito;NA;NA;Underground;2013;NA
Saucito;NA;NA;Underground;2012;NA
Saucito;NA;NA;Underground;2011;NA
Saucito;NA;NA;Underground;2010;NA
Sepon;NA;O.Cu;NA;2011;NA
Sepon;NA;O.Au;NA;2011;NA
Sepon;NA;O.Cu;NA;2010;NA
Sepon;NA;O.Au;NA;2010;NA
Shahuindo;NA;O.bulk;NA;2019;NA
Sierra Rutile;NA;O.bulk;NA;2019;NA
Sierra Rutile;NA;O.bulk;NA;2018;NA
Sierra Rutile;NA;O.bulk;NA;2017;NA
Siguiri;NA;O.Au;Open pit;2005;NA
Soledad-Dipolos;NA;NA;Open pit;2013;NA
Soledad-Dipolos;NA;NA;Open pit;2012;NA
Soledad-Dipolos;NA;NA;Open pit;2011;NA
Soledad-Dipolos;NA;NA;Open pit;2010;NA
Southern GOK;NA;Con.Fe;NA;2018;NA
Southern GOK;NA;Con.Fe;NA;2017;NA
Stobie;NA;O.bulk;NA;2019;NA
Stobie;NA;O.bulk;NA;2018;NA
Stoilensky;NA;O.Fe;NA;2019;NA
Stoilensky;NA;O.Fe;NA;2018;NA
Stoilensky;NA;O.Fe;NA;2017;NA
Stoilensky;NA;O.Fe;NA;2016;NA
Stoilensky;NA;O.Fe;NA;2015;NA
Stoilensky;NA;O.Fe;NA;2014;NA
Stoilensky;NA;Con.Fe;NA;2013;NA
Stoilensky;NA;Con.Fe;NA;2012;NA
Stoilensky;NA;O.Fe;NA;2011;NA
Stoilensky;NA;O.Fe;NA;2010;NA
Tara;NA;NA;Underground;2018;NA
Tara;NA;Con.Zn;NA;2018;NA
Tara;NA;Con.Pb;NA;2018;NA
Tara;NA;NA;Underground;2017;NA
Tara;NA;Con.Zn;NA;2017;NA
Tara;NA;Con.Pb;NA;2017;NA
Tara;NA;NA;Underground;2016;NA
Tara;NA;Con.Zn;NA;2016;NA
Tara;NA;Con.Pb;NA;2016;NA
Tara;NA;NA;Underground;2015;NA
Tara;NA;Con.Zn;NA;2015;NA
Tara;NA;Con.Pb;NA;2015;NA
Tara;NA;NA;Underground;2014;NA
Tara;NA;Con.Zn;NA;2014;NA
Tara;NA;Con.Pb;NA;2014;NA
Tara;NA;NA;Underground;2013;NA
Tara;NA;Con.Zn;NA;2013;NA
Tara;NA;Con.Pb;NA;2013;NA
Tara;NA;NA;Underground;2012;NA
Tara;NA;Con.Zn;NA;2012;NA
Tara;NA;Con.Pb;NA;2012;NA
Tara;NA;NA;Underground;2011;NA
Tara;NA;Con.Zn;NA;2011;NA
Tara;NA;Con.Pb;NA;2011;NA
Tara;NA;NA;Underground;2010;NA
Tara;NA;Con.Zn;NA;2010;NA
Tara;NA;Con.Pb;NA;2010;NA
Tara;NA;NA;Underground;2009;NA
Tara;NA;Con.Zn;NA;2009;NA
Tara;NA;Con.Pb;NA;2009;NA
Tara;NA;NA;Underground;2008;NA
Tara;NA;Con.Zn;NA;2008;NA
Tara;NA;Con.Pb;NA;2008;NA
Tara;NA;NA;Underground;2007;NA
Tara;NA;Con.Zn;NA;2007;NA
Tara;NA;Con.Pb;NA;2007;NA
Tara;NA;NA;Underground;2006;NA
Tara;NA;Con.Zn;NA;2006;NA
Tara;NA;Con.Pb;NA;2006;NA
Tara;NA;NA;Underground;2005;NA
Tara;NA;Con.Zn;NA;2005;NA
Tara;NA;Con.Pb;NA;2005;NA
Tara;NA;NA;Underground;2004;NA
Tara;NA;Con.Zn;NA;2004;NA
Tara;NA;Con.Pb;NA;2004;NA
Tara;NA;NA;Underground;2003;NA
Tara;NA;Con.Zn;NA;2003;NA
Tara;NA;Con.Pb;NA;2003;NA
Tara;NA;NA;Underground;2002;NA
Tara;NA;Con.Zn;NA;2002;NA
Tara;NA;Con.Pb;NA;2002;NA
Tara;NA;NA;Underground;2001;NA
Tara;NA;Con.Zn;NA;2001;NA
Tara;NA;Con.Pb;NA;2001;NA
Tara;NA;NA;Underground;2000;NA
Tara;NA;Con.Zn;NA;2000;NA
Tara;NA;Con.Pb;NA;2000;NA
Telfer;NA;NA;NA;2018;NA
Telfer;NA;NA;NA;2017;NA
Telfer;NA;NA;NA;2016;NA
Telfer;NA;NA;NA;2015;NA
Telfer;NA;NA;NA;2014;NA
Telfer;NA;NA;NA;2013;NA
Telfer;NA;NA;NA;2012;NA
Thalanga;NA;O.bulk;NA;2020;NA
Thalanga;NA;O.bulk;NA;2019;NA
Thalanga;NA;O.bulk;NA;2018;NA
Thalanga;NA;O.bulk;NA;2012;NA
Thalanga;NA;Con.Zn;NA;2012;NA
Thalanga;NA;Con.Pb;NA;2012;NA
Thalanga;NA;Con.Cu;NA;2012;NA
Thalanga;NA;O.bulk;NA;2009;NA
Thalanga;NA;O.bulk;NA;2007;NA
Tiandeng;NA;O.Mn;Open pit;2019;NA
Tiandeng;NA;Con.MnO;NA;2018;NA
Tiandeng;NA;O.Mn;Open pit;2018;NA
Tiandeng;NA;O.Mn;Open pit;2017;NA
Tiandeng;NA;O.Mn;Open pit;2016;NA
Tiandeng;NA;O.Mn;Open pit;2015;NA
Tiandeng;NA;O.Mn;Open pit;2014;NA
Tiandeng;NA;O.Mn;Open pit;2013;NA
Tiandeng;NA;O.Mn;Open pit;2012;NA
Timmins West & Bell Creek;NA;O.bulk;NA;2019;NA
Toquepala;NA;O.bulk;Open pit;2019;NA
Toquepala;NA;O.bulk;Open pit;2018;NA
Toquepala;NA;O.bulk;Open pit;2017;NA
Toquepala;NA;O.bulk;Open pit;2016;NA
Toquepala;NA;O.bulk;Open pit;2015;NA
Toquepala;NA;O.bulk;Open pit;2014;NA
Toquepala;NA;O.bulk;Open pit;2013;NA
Toquepala;NA;O.bulk;Open pit;2012;NA
Toquepala;NA;O.bulk;Open pit;2011;NA
Toquepala;NA;O.bulk;Open pit;2010;NA
Toquepala;NA;O.bulk;Open pit;2009;NA
Toquepala;NA;O.bulk;Open pit;2008;NA
Toquepala;NA;O.bulk;Open pit;2007;NA
Toquepala;NA;O.bulk;Open pit;2006;NA
Toquepala;NA;O.bulk;Open pit;2005;NA
Toquepala;NA;Con.Cu;Open pit;2004;NA
Toquepala;NA;Con.Cu;Open pit;2003;NA
Toquepala;NA;Con.Cu;Open pit;2002;NA
Tritton;NA;O.Cu;NA;2020;NA
Tritton;NA;Oth.cuce;NA;2020;NA
Tritton;NA;O.Cu;NA;2019;NA
Tritton;NA;Oth.cuce;NA;2019;NA
Tritton;NA;O.Cu;NA;2018;NA
Tritton;NA;Oth.cuce;NA;2018;NA
Tritton;NA;O.Cu;NA;2017;NA
Tritton;NA;Oth.cuce;NA;2017;NA
Tritton;NA;O.Cu;NA;2016;NA
Tritton;NA;Oth.cuce;NA;2016;NA
Tritton;NA;O.Cu;NA;2015;NA
Tritton;NA;Oth.cuce;NA;2015;NA
Tritton;NA;O.Cu;NA;2014;NA
Tritton;NA;Oth.cuce;NA;2014;NA
Tritton;NA;O.Cu;NA;2013;NA
Tritton;NA;Oth.cuce;NA;2013;NA
Tritton;NA;O.Cu;NA;2012;NA
Tritton;NA;Oth.cuce;NA;2012;NA
Tritton;NA;O.Cu;NA;2011;NA
Tritton;NA;Oth.cuce;NA;2011;NA
Tritton;NA;O.Cu;NA;2010;NA
Tritton;NA;O.Cu;NA;2009;NA
Tritton;NA;O.Cu;NA;2008;NA
Tritton;NA;O.Cu;NA;2007;NA
Tritton;NA;O.Cu;NA;2006;NA
Tulawaka;NA;O.Au;Underground;2010;NA
Tulawaka;NA;O.Au;Underground;2009;NA
Two Rivers;NA;Con.Cr;NA;2019;NA
Two Rivers;NA;Con.Cr;NA;2018;NA
Two Rivers;NA;Con.Cr;NA;2017;NA
Two Rivers;NA;Con.Cr;NA;2016;NA
Two Rivers;NA;Con.Cr;NA;2015;NA
Two Rivers;NA;Con.Cr;NA;2014;NA
Veladero;NA;NA;NA;2018;NA
Veladero;NA;NA;NA;2017;NA
Waihi;NA;O.Au;Open pit;2013;NA
Waihi;NA;O.Au;Underground;2013;NA
Western Range Project;NA;O.Fe;NA;2019;NA
Western Range Project;NA;O.Fe;NA;2018;NA
Western Range Project;NA;O.Fe;NA;2017;NA
Western Range Project;NA;O.Fe;NA;2016;NA
Western Range Project;NA;O.Fe;NA;2015;NA
Western Range Project;NA;O.Fe;NA;2014;NA
Western Range Project;NA;O.Fe;NA;2013;NA
Western Range Project;NA;O.Fe;NA;2012;NA
Western Range Project;NA;O.Fe;NA;2011;NA
Wharf;NA;NA;NA;2014;NA
Wharf;NA;NA;NA;2013;NA
Wharf;NA;NA;NA;2012;NA
Wharf;NA;NA;NA;2011;NA
Wharf;NA;NA;NA;2010;NA
Wharf;NA;NA;NA;2009;NA
Wharf;NA;NA;NA;2008;NA
Wharf;NA;NA;NA;2007;NA
Wharf;NA;NA;NA;2006;NA
Wharf;NA;NA;NA;2005;NA
Wharf;NA;NA;NA;2004;NA
Wharf;NA;NA;NA;2003;NA
Wharf;NA;NA;NA;2002;NA
Wharf;NA;NA;NA;2001;NA
Wharf;NA;NA;NA;2000;NA
Yanacocha;NA;O.Au;Open pit;2019;NA
Yanacocha;NA;O.Au;Underground;2019;NA
Yanacocha;NA;O.Au;Open pit;2018;NA
Yanacocha;NA;O.Au;Open pit;2017;NA
Yanacocha;NA;O.Au;Open pit;2016;NA
Yanacocha;NA;O.Au;Open pit;2015;NA
Yanacocha;NA;O.Au;Open pit;2014;NA
Yanacocha;NA;O.Au;Open pit;2013;NA
Yanacocha;NA;O.Au;Open pit;2012;NA
Yanacocha;NA;O.Au;Open pit;2011;NA
Yanacocha;NA;O.Au;Open pit;2010;NA
Yanacocha;NA;O.Au;Open pit;2009;NA
Yanacocha;NA;O.Au;Open pit;2008;NA
Yanacocha;NA;O.Au;Open pit;2007;NA
Zawar;NA;Con.Zn;Underground;2019;NA
Zawar;NA;Con.Pb;Underground;2019;NA
Zawar;NA;Con.Zn;Underground;2018;NA
Zawar;NA;Con.Pb;Underground;2018;NA
Zawar;NA;Con.bulk;Underground;2018;NA
Zawar;NA;Con.Zn;Underground;2017;NA
Zawar;NA;Con.Pb;Underground;2017;NA
Zawar;NA;Con.bulk;Underground;2017;NA
Zawar;NA;Con.bulk;Underground;2016;NA
Zawar;NA;Con.bulk;Underground;2015;NA
Zawar;NA;Con.bulk;Underground;2014;NA
Zawar;NA;Con.bulk;Underground;2013;NA
Zawar;NA;Con.bulk;Underground;2012;NA
Zawar;NA;Con.bulk;Underground;2011;NA
Zawar;NA;Con.bulk;Underground;2010;NA
Zawar;NA;Con.Zn;Underground;2009;NA
Zawar;NA;Con.Pb;Underground;2009;NA
Zawar;NA;Con.bulk;Underground;2009;NA
Zawar;NA;Con.Zn;Underground;2008;NA
Zawar;NA;Con.Pb;Underground;2008;NA
Zawar;NA;Con.Zn;Underground;2007;NA
Zawar;NA;Con.Pb;Underground;2007;NA
Zawar;NA;Con.Zn;Underground;2006;NA
Zawar;NA;Con.Pb;Underground;2006;NA
